unique_id,recipe_id,ingredients_image,name,quantity,date_added
93,6,,Tomato,1 (chopped),1/1/2015
94,6,,Green chilli,2 (slit length-wise),1/1/2015
95,6,,Corriander Powder,1 tablespoon,1/1/2015
96,6,,Cashew,2 tablespoon (crushed),1/1/2015
97,6,,Butter,3 tablespoon,1/1/2015
98,6,,Cream,4 tablespoon (raw),1/1/2015
99,6,,Olive Oil,3 tablespoon,1/1/2015
100,6,Cloves.jpg,Clove,2 pods ,1/1/2015
101,6,,Cinnamon,2 stick,1/1/2015
102,6,,Cardamom,3 pod ,1/1/2015
103,6,Bay Leaf.jpg,Bay Leaf,1 (small),1/1/2015
104,6,,Cumin Seed,1/2 tablespoon (grinded),1/1/2015
105,7,Chicken.jpg,Chicken,"1 kg (whole, cleaned & washed thoroughly)",1/1/2015
106,7,,Clarified Butter (Ghee),2 tablespoon,1/1/2015
107,7,Yogurt.jpg,Yogurt,500 gms,1/1/2015
108,7,,Turmeric Powder,1/2 tablespoon,1/1/2015
109,7,,Cumin Seed,1 tablespoon,1/1/2015
110,7,Onion.jpg,Onion,"4 (large, sliced & fried till golden brown)",1/1/2015
111,7,Cinnamon.jpg,Cinnamon,4 sticks,1/1/2015
112,7,,Caraway Seed,1 tablespoon,1/1/2015
113,7,,Black Peppercorn,10 pods,1/1/2015
114,7,,Cardamom,7 pods,1/1/2015
115,7,,Cloves,7 pods,1/1/2015
116,7,Ginger.jpg,Ginger,1 piece,1/1/2015
117,7,Garlic.jpg,Garlic,1 (whole),1/1/2015
118,7,,Green Chilli,3 (slit length-wise),1/1/2015
119,7,,Garam Masala,1 tablespoon,1/1/2015
120,7,Red Chilli.jpg,Red Chilli,6 (slit length-wise),1/1/2015
121,7,,Salt,To taste,1/1/2015
122,8,Chicken.jpg,Chicken,"500 gms (boneless, cut into small pieces)",1/1/2015
123,8,,Capsicum,1 (cut into small sqaures),1/1/2015
124,8,,Onion,"1 (medium, finely chopped)",1/1/2015
125,8,Egg.jpg,Egg,1,1/1/2015
126,8,,Tomato,2 (chopped),1/1/2015
127,8,Green Chilli.jpg,Green Chilli,4 (chopped)),1/1/2015
128,8,,Oil,4 tablespoon,1/1/2015
129,8,,Ginger Paste,1/2 tablespoon,1/1/2015
130,8,Garlic.jpg,Garlic Paste,1/2 tablespoon,1/1/2015
131,8,,Red Chilli Powder,1 tablespoon,1/1/2015
132,8,Salt.jpg,Salt,1 tablespoon,1/1/2015
133,8,,Tomoto,2 tablespoon (pureed),1/1/2015
134,8,,Black Pepper,1/2 tablespoon (crushed),1/1/2015
135,8,,Corrainder Leaf,2 tablespoon (crushed),1/1/2015
136,8,,Turmeric Powder,1/2 tablespoon,1/1/2015
137,8,,Clarified Butter,2 tablespoon,1/1/2015
138,9,Chicken.jpg,Chicken,"500 gms (boneless, cubed)",1/1/2015
139,9,Yogurt.jpg,Yogurt,1/2 cup,1/1/2015
140,9,,Red Chilli Powder,1/2 tablespoon,1/1/2015
141,9,Salt.jpg,Salt ,To taste,1/1/2015
142,9,,Almonds,1/2 cup (sliced),1/1/2015
143,9,,Cardamom,2 pods,1/1/2015
144,9,,Cloves,2 pods,1/1/2015
145,9,,Cinnamon,1 stick,1/1/2015
146,9,Oil.jpg,Oil,4 tablespoon,1/1/2015
147,9,,Onion,"2 (Medium, finely chopped)",1/1/2015
148,9,,Ginger Paste,1/2 tablespoon,1/1/2015
149,9,,Garlic Paste,1/2 tablespoon,1/1/2015
150,9,,Mint Leaf,1/4 (chopped),1/1/2015
151,9,Tomato.jpg,Tomato,"1 (medium, chopped)",1/1/2015
152,9,,Turmeric Powder,1/2 tablespoon,1/1/2015
153,9,,Green Chilli,7,1/1/2015
154,9,,Bay Leaf,1,1/1/2015
155,9,,Raisins,10,1/1/2015
156,9,,Sugar,1/2 tablespoon,1/1/2015
157,10,Chicken.jpg,Chicken,1 kg (cubed),1/1/2015
158,10,Coconut.jpg,Coconut,1/2 (grated),1/1/2015
159,10,,Coconut Milk,1/2 cup,1/1/2015
160,10,,Red Chilli,5,1/1/2015
161,10,,Black Peppercorn,5,1/1/2015
162,10,,Coriander Powder,1 tablespoon,1/1/2015
163,10,,Cumin Seeds,1/2 tablespoon,1/1/2015
164,10,,Tamarind,1 (lemon sized) ball,1/1/2015
165,10,,Onions,2 (sliced),1/1/2015
166,10,,Turmeric Powder,1/2 tablespoon,1/1/2015
167,10,,Garlic,4 flakes,1/1/2015
168,10,,Fenugreek Seed,1/2 tablespoon (dried),1/1/2015
169,10,,Cinnamon,1 stick,1/1/2015
170,10,,Cloves,4 pods,1/1/2015
171,10,,Clarified Butter,1/2 cup,1/1/2015
172,11,Chicken.jpg,Chicken Thigh,"8 pieces (skinless, thinly cut)",1/2/2015
173,11,,Onions,"2 (medium, minced)",1/2/2015
174,11,,Tomato,"2 (medium, minced)",1/2/2015
175,11,,Pita Bread,8 loaves,1/2/2015
176,11,,Cucumber,1 (thinly sliced),1/2/2015
177,11,,Parsley,1/2 cup (finely chopped),1/2/2015
178,11,,Pickle Slice,12 piece,1/2/2015
179,11,,Tahini,1 cup,1/2/2015
180,11,,Garlic,2 cloves (crushed),1/2/2015
181,11,,Lemon Juice,2 tablespoon (pureed),1/2/2015
182,11,,Vinegar,3 tablespoon,1/2/2015
183,11,,Yogurt,1 cup,1/2/2015
184,11,,Pepper,1 tablespoon,1/2/2015
185,11,,Cardamom,2 pods,1/2/2015
186,11,,Olive Oil,4 tablespoon,1/2/2015
187,11,,Salt,1/2 tablespoon,1/2/2015
188,12,Chicken.jpg,Chicken,6 thighs (skinless),1/2/2015
189,12,,Refined Oil,4 tablespoon,1/2/2015
190,12,,Cumin Seeds,2 tablespoon,1/2/2015
191,12,,Onions,"2 (medium, minced)",1/2/2015
192,12,Garlic.jpg,Garlic  ,6 cloves,1/2/2015
193,12,Ginger.jpg,Ginger,1/2 inch (crushed),1/2/2015
194,12,,Green Chilli,4 (slit lengthwise),1/2/2015
195,12,,Turmeric Powder,1 tablespoon,1/2/2015
196,12,,Corriander Powder,1 tablespoon,1/2/2015
197,12,Salt.jpg,Salt,To taste,1/2/2015
198,12,,Lemon Juice,1 cup,1/2/2015
199,12,,Orange Juice,1/2 cup,1/2/2015
200,12,,Sugarcane Juice,1/2 cup,1/2/2015
201,12,,Corriander Leaves,Bunch,1/2/2015
202,13,Chicken.jpg,Chicken,"1 kg (boneless, cut into small cubes)",1/2/2015
203,13,Egg.jpg,Eggs,3,1/2/2015
204,13,,Red Pepper,1 cup (sauce),1/2/2015
205,13,,Flour,2 cups,1/2/2015
206,13,,Pepper,1 tablespoon   ,1/2/2015
207,13,Oil.jpg,Oil,8 tablespoon,1/2/2015
208,13,,Salt,2 tablespoon,1/2/2015
209,13,,Black Pepper,1 tablespoon,1/2/2015
210,13,,Garlic Powder,1 tablespoon ,1/2/2015
211,14,Chicken.jpg,Chicken,500 gms (boneless),1/2/2015
212,14,,Lettuce Leaves,1 (sliced),1/2/2015
213,14,,Mayonnaise,6 tablespoon,1/2/2015
214,14,,Coleslaw,1 tablespoon,1/2/2015
215,14,,Bread,4 slices,1/2/2015
216,14,,Olive Oil,2 tablespoon,1/2/2015
217,14,,Onion,"2 (medium, finely chopped)",1/2/2015
218,14,,Pepper,To taste (grounded),1/2/2015
219,15,Chicken.jpg,Chicken,"500 gms (Boneless, cut into small pieces)",1/2/2015
220,15,,Yougurt,1/2 cup,1/2/2015
221,15,Oil.jpg,Mustard Oil,2 tablespoon,1/2/2015
222,15,,Lemon Juice,2 tablespoon,1/2/2015
223,15,,Ginger,1 inch (minced),1/2/2015
224,15,,Garlic  ,1 clove (minced),1/2/2015
225,15,,Corriander Powder,1 tablespoon,1/2/2015
226,15,,Cumin Seeds,1 tablespoon (grounded),1/2/2015
227,15,,Cardamom,1/2 tablespoon (grounded),1/2/2015
228,15,,Nutmeg,1/2 tablespoon (grounded),1/2/2015
229,15,,Paprika,1 tablespoon (grounded),1/2/2015
230,15,,Cayene,1 tablespoon (grounded),1/2/2015
231,15,Butter.jpg,Butter,4 tablespoon,1/2/2015
232,15,,Onion,"2 (medium, finely chopped)",1/2/2015
233,15,,Tomato,1 cup (pureed),1/2/2015
234,15,,Water,1 cup,1/2/2015
235,15,,Salt,1 & 1/2 tablespoon,1/2/2015
236,15,,Black Pepper,1/2 tablespoon (grounded),1/2/2015
237,15,,Cilantro,1/2 cup (chopped),1/2/2015
238,16,Chicken.jpg,Chicken,500 gms (cut into 8 pieces),1/2/2015
239,16,,Honey,3 tablespoon,1/2/2015
240,16,,Salt,2 & 1/2 tablespoon,1/2/2015
241,16,,Black Pepper,1 tablespoon (grounded),1/2/2015
242,16,,Soy Sauce,3 tablespoon,1/2/2015
243,16,,Vinegar,2 tablespoon,1/2/2015
244,16,,Butter,2 tablespoon,1/2/2015
245,16,,Garlic,4 cloves (minced),1/2/2015
246,16,,Ginger,1/2 inch (minced),1/2/2015
247,16,,Onion,"3 (medium, sliced)",1/2/2015
248,16,,Chipotle Pepper,2 (minced),1/2/2015
249,16,,Vegetable Oil,5 tablespoon,1/2/2015
250,16,,Mustard,1 & 1/2 tablespoon (paste),1/2/2015
251,16,,Carrots,"2 (medium, sliced)",1/2/2015
252,16,,Thyme Leaves,1 tablespoon (fresh cut),1/2/2015
253,16,,Lemon,1 (sliced),1/2/2015
254,17,Chicken.jpg,Chicken,1 kg (sliced into pieces),1/2/2015
255,17,,Salt,1 & 1/2 tablespoon,1/2/2015
256,17,,Pepper,1 tablespoon,1/2/2015
257,17,,Paprika,1 tablespoon,1/2/2015
258,17,,Garlic Powder,2 tablespoon,1/2/2015
259,17,,Flour,1 & 1/2 cup,1/2/2015
260,17,,Vegetable Oil,3 cup,1/2/2015
261,17,,Egg,1,1/2/2015
262,17,,Milk,1/2 cup,1/2/2015
263,17,,Bread,1/2 cup (crumbs),1/2/2015
264,18,Chicken.jpg,Chicken,"500 gms (boneless, cut into small pieces)",1/2/2015
265,18,,Curd,4 tablespoon,1/2/2015
266,18,,Onion,"2 (medium, coarsely chopped)",1/2/2015
267,18,,Lemon Juice,2 tablespoon,1/2/2015
268,18,,Tomato,4 (pureed),1/2/2015
269,18,,Green Chilli,4 (chopped)),1/2/2015
270,18,,Ginger Paste,1 tablespoon,1/2/2015
271,18,,Garlic Paste,1 tablespoon,1/2/2015
272,18,,Red Chilli Powder,1 tablespoon,1/2/2015
273,18,,Turmeric Powder,1/2 tablespoon,1/2/2015
274,18,,Salt,To taste,1/2/2015
275,18,,Tomoto,2 tablespoon (pureed),1/2/2015
276,18,,Cumin powder,1 tablespoon,1/2/2015
277,18,,Garam Masala,1 tablespoon (Amritsari),1/2/2015
278,18,,Fresh Cream,2 tablespoon   ,1/2/2015
279,18,,Honey,1 tablespoon,1/2/2015
280,18,,Clarified Butter (Ghee),2 tablespoon,1/2/2015
281,18,,Cashew Nuts,6 (chopped),1/2/2015
282,18,,Almonds,6 (chopped),1/2/2015
283,18,,Corriander Leaves,Few (chopped),1/2/2015
284,19,Chicken.jpg,Chicken,"500 gms (boneless, cubed)",1/2/2015
285,19,,Yogurt,2 tablespoon,1/2/2015
286,19,,Lemon Juice,1 tablespoon,1/2/2015
287,19,,Ginger Paste,1 tablespoon,1/2/2015
288,19,,Garlic Paste,1 tablespoon,1/2/2015
289,19,,Salt,1 tablespoon,1/2/2015
290,19,,Garam Masala Powder,1 tablespoon,1/2/2015
291,19,,Oil ,1 tablespoon,1/2/2015
292,19,,Clarified Butter (Ghee),1 tablespoon,1/2/2015
293,19,,Clove,4 pods,1/2/2015
294,19,,Black Peppercorn,6 pods,1/2/2015
295,19,,Onion,"3 (medium sized, chopped)",1/2/2015
296,19,,Green Chilli,2 (slit lengthwise),1/2/2015
297,19,,Fresh Cream,1/2 cup,1/2/2015
298,19,,Milk,1/2 cup,1/2/2015
299,19,,Saffron Strands,A pinch,1/2/2015
300,19,,Cardamom Powder,1/2 tablespoon,1/2/2015
301,19,,White Pepper Powder,1/2 tablespoon,1/2/2015
302,19,,Dried Fenugreek Leaves,2 tablespoon (crushed),1/2/2015
303,19,,Almond,6 (flaked for garnishing),1/2/2015
304,20,Chicken.jpg,Chicken,500 gms (cubed),1/2/2015
305,20,,Coconut Milk,1/2 cup,1/2/2015
306,20,,Turmeric Powder,1/2 tablespoon,1/2/2015
307,20,,Red Chilli Powder,2 tablespoon,1/2/2015
308,20,,Vinegar,1 tablespoon,1/2/2015
309,20,,Salt,To taste,1/2/2015
310,20,,Onion,"3 (medium, sliced)",1/2/2015
311,20,,Ginger Paste,1 tablespoon,1/2/2015
312,20,,Garlic Paste,1 tablespoon,1/2/2015
313,20,,Corriander Powder,2 tablespoon,1/2/2015
314,20,,Garam Masala,1 tablespoon,1/2/2015
315,20,,Fennel Powder,1/2 tablespoon,1/2/2015
316,20,,Tomato,2 (sliced),1/2/2015
317,20,,Curry Leaves,Few,1/2/2015
318,20,,Coconut/Sunflower Oil,6 tablespoon,1/2/2015
319,21,Fish.jpg,Fish (Rohu/Carp) ,500 grams (cut into medium sized pieces),1/3/2015
320,21,,Tomato,"4 (medium, chopped)",1/3/2015
321,21,,Onion,"2 (medium, thinly sliced)",1/3/2015
322,21,,Garlic,"3 (cloives, finely minced)",1/3/2015
323,21,,Ginger,"1 (piece, peeled & finely minced)",1/3/2015
324,21,,Mustard Seeds,1 tablespoon,1/3/2015
325,21,,Green Chillies,"2 (large, slit lengthwise)",1/3/2015
326,21,,Turmeric,1 tablespoon,1/3/2015
327,21,,Fenugreek Seeds (methi),1/2 tablespoon,1/3/2015
328,21,,Salt,To taste,1/3/2015
329,21,,Lemon,1 (juice),1/3/2015
330,21,,Oil,4+ tablespoon (mustard or vegetable),1/3/2015
331,21,,Cilantro Leaves,2 stalk; fresh chopped (for garnish),1/3/2015
332,22,Fish.jpg,Fish (White),"500 gm (cubes, boneless, skinless)",1/3/2015
333,22,,Onions,"2 (medium, finely chopped)",1/3/2015
334,22,,Green Chillies,"2 (large, slit lengthwise)",1/3/2015
335,22,,Coconut Milk,3 cups,1/3/2015
336,22,,Turmeric,1/2 tablespoon,1/3/2015
337,22,,Sunflower Oil,4 tablespoon,1/3/2015
338,22,,Red Chilly Powder,2 tablespoon,1/3/2015
339,22,,Corriander Powder ,2 tablespoon,1/3/2015
340,22,,Ginger,"1/2 (piece, peeled & finely minced)",1/3/2015
341,22,,Pepper,1 tablespoon,1/3/2015
342,22,,Salt,1 tablespoon,1/3/2015
343,22,,Lemon,1 (juice),1/3/2015
344,22,,Curry Leaves,2 stalks,1/3/2015
345,23,Fish.jpg,Fish (White),"500 gm (cubes, boneless, skinless)",1/3/2015
346,23,,Coconut,1 (grated),1/3/2015
347,23,,Kashmiri Chilli,6,1/3/2015
348,23,,Ginger ,1 tablespoon (paste),1/3/2015
349,23,,Corriander Powder ,2 tablespoon,1/3/2015
350,23,,Garlic,2 tablespoon (paste),1/3/2015
351,23,,Onions,"2 (medium, finely chopped)",1/3/2015
352,23,,Green Chillies,"2 (large, slit lengthwise)",1/3/2015
353,23,,Red Chilly Powder,1/2 tablespoon,1/3/2015
354,23,,Cumins Powder,2 tablespoon,1/3/2015
355,23,,Turmeric Powder,1/2 tablespoon,1/3/2015
356,23,,Tamarind,1 & 1/2 lumps ,1/3/2015
357,23,,Lemon,1,1/3/2015
358,23,,Salt,To taste,1/3/2015
359,24,,Prawns,"500 gm (peeled, deveined)",1/3/2015
360,24,,Coconut,1 (tender),1/3/2015
361,24,,Ginger,"1 (piece, peeled & finely minced)",1/3/2015
362,24,,Garlic,"1 (cloives, finely minced)",1/3/2015
363,24,,Tomato,1,1/3/2015
364,24,,Green Chillies,"4 (large, slit lengthwise)",1/3/2015
365,24,,Onions,"2 (medium, finely chopped)",1/3/2015
366,24,,Mustard Paste,3 tablespoon,1/3/2015
367,24,,Mustard Oil,3 tablespoon  ,1/3/2015
368,24,,Salt,To taste,1/3/2015
369,24,,Flour dough,To cover the coconut,1/3/2015
370,25,Fish.jpg,Tuna,250 gms,1/3/2015
371,25,,Cream Cheese,100 gms,1/3/2015
372,25,,Avocado,"1 (ripe, mashed)",1/3/2015
373,25,,Lemon Juice,1 tablespoon,1/3/2015
374,25,,Chilli Powder,1 tablespoon,1/3/2015
375,25,,Salt,1/2 tablespoon,1/3/2015
376,25,,Tobasco Sauce,1/2 tablespoon,1/3/2015
377,25,,Worcestershire Sauce,1/2 tablespoon,1/3/2015
378,25,,Tomato,12,1/3/2015
379,26,Fish.jpg,Fish,500 grams (cut into medium sized pieces),1/3/2015
380,26,,Chilli Powder,3 tablespoon,1/3/2015
381,26,,Black Pepper,3 tablespoon (crushed),1/3/2015
382,26,,Ginger Paste,1 tablespoon,1/3/2015
383,26,,Garlic Paste,1 tablespoon,1/3/2015
384,26,,Curry Leaves,10,1/3/2015
385,27,Fish.jpg,Fish,500 grams (cut into medium sized pieces),1/3/2015
386,27,,Flour,200 gm,1/3/2015
387,27,,Garlic Paste,1 tablespoon,1/3/2015
388,27,,Ginger Paste,1 tablespoon,1/3/2015
389,27,,Carom Seeds,1 tablespoon,1/3/2015
390,27,,Lemons,1 (cut into wedges),1/3/2015
391,27,,Red Chilli Powder,1 tablespoon,1/3/2015
392,27,,Salt,To taste,1/3/2015
393,27,,Egg,1,1/3/2015
394,27,,Oil,4 tablespoon,1/3/2015
395,28,Fish.jpg,Pomfret,1,1/3/2015
396,28,,Ginger Paste,2 tablespoon,1/3/2015
397,28,,Garlic Paste,2 tablespoon,1/3/2015
398,28,,Oil,4 tablespoon,1/3/2015
399,28,,Turmeric Powder,1/2 tablespoon,1/3/2015
400,28,,Red Chilli Powder,1 tablespoon,1/3/2015
401,28,,Corriander Powder,1 tablespoon,1/3/2015
402,28,,Lemon,1 (juiced),1/3/2015
403,28,,Semolina,3 tablespoon,1/3/2015
404,28,,Rice Flour,1 tablespoon,1/3/2015
405,28,,Salt,To Taste,1/3/2015
406,28,,Black Pepper,1 tablespoon,1/3/2015
407,29,Fish.jpg,Catfish,5,1/3/2015
408,29,,Turmeric Powder,1/2 tablespoon,1/3/2015
409,29,,Red Chilli Powder,1 tablespoon,1/3/2015
410,29,,Onion,2 (thinly sliced),1/3/2015
411,29,,Tomato,1 (cut into small pieces),1/3/2015
412,29,,Garlic,1 (thinly sliced),1/3/2015
413,29,,Ginger Paste,1 tablespoon,1/3/2015
414,29,,Black Pepper,1/2 tablespoon,1/3/2015
415,29,,Cumin Powder,1 tablespoon,1/3/2015
416,29,,Red Chilli ,1 (dry),1/3/2015
417,29,,Mustard Oil,4 tablespoon,1/3/2015
418,29,,Salt,To taste,1/3/2015
419,30,Fish.jpg,Fish,"1 kg (Carb, cut into big pieces)",1/3/2015
420,30,,Ginger Paste,1 tablespoon,1/3/2015
421,30,,Garlic Paste,1 tablespoon,1/3/2015
422,30,,Onion,"1 (medium sized, grounded)",1/3/2015
423,30,,Yogurt,1 cup,1/3/2015
424,30,,Turmeric Powder,1/2 tablespoon,1/3/2015
425,30,,Red Chilli Powder,1/2 tablespoon,1/3/2015
426,30,,Mustard Oil,4 tablespoon,1/3/2015
427,30,,Salt,1 tablespoon,1/3/2015
428,30,,Bay Leaf,1,1/3/2015
429,30,,Sugar,1/2 tablespoon,1/3/2015
430,30,,Cloves,3,1/3/2015
431,30,,Corrainder,2 tablespoon,1/3/2015
432,30,,Cumin Seeds,1 tablespoon,1/3/2015
433,30,,Cardamom Seeds,2 pod,1/3/2015
434,30,,Cinnamon Stick,1 (1' stick),1/3/2015
435,31,Fish.jpg,Fish (Rohu/Carp) ,500 grams (cut into medium sized pieces),1/4/2015
436,31,,Tomato,2 (cut into pieces),1/4/2015
437,31,,Raw Mango,1 (chopped into cubes),1/4/2015
438,31,,Corriander Powder,1 tablespoon,1/4/2015
439,31,,Red Chilli Powder,1 tablespoon,1/4/2015
440,31,,Turmeric Powder,1/2 tablespoon,1/4/2015
441,31,,Cumin Powder,1/2 tablespoon,1/4/2015
442,31,,Salt,To taste,1/4/2015
443,31,,Coconut,1/2 cup (shreded),1/4/2015
444,31,,Green Chilli,4 nos (slit),1/4/2015
445,31,,Shallots,8 nos,1/4/2015
446,31,,Garlic,4 pods,1/4/2015
447,31,,Ginger,1/2 inch stem,1/4/2015
448,31,,Cumin Powder,1/2 tablespoon,1/4/2015
449,31,,Curry Leaves,5,1/4/2015
450,31,,Coconut Oil,2 tablespoon,1/4/2015
451,31,,Mustard Seeds,2 tablespoon,1/4/2015
452,31,,Red Chilli  ,1 (dried),1/4/2015
453,31,,Onion,"1 (medium, chopped)",1/4/2015
454,32,Fish.jpg,Fish (Rohu or Katla),"500 gm (cubes, boneless, skinless)",1/4/2015
455,32,,Potato,"2 (medium, cut into quarters)",1/4/2015
456,32,,Onion,"2 (1 chopped, 1 paste)",1/4/2015
457,32,,Ginger,1 inch (minced),1/4/2015
458,32,,Garlic,3 cloves (minced),1/4/2015
459,32,,Green Chilli,3 (sliced),1/4/2015
460,32,,Tomato,1 (pureed),1/4/2015
461,32,,Turmeric Powder,1/2 tablespoon,1/4/2015
462,32,,Red Chilli Powder,1 tablespoon,1/4/2015
463,32,,Salt,To taste,1/4/2015
464,32,,Sugar,1 tablespoon,1/4/2015
465,32,,Cinnamon ,1 small stick,1/4/2015
466,32,,Cardamom,2 pods,1/4/2015
467,32,,Cloves,2 nos,1/4/2015
468,32,,Garam Masala Powder,1/4 tablespoon,1/4/2015
469,32,,Bay Leaf,2,1/4/2015
470,32,,Dry Red Chilli,1,1/4/2015
471,32,,Corriander Leaves,Few (chopped),1/4/2015
472,32,,Mustard Oil,7 tablespoon,1/4/2015
473,32,,Clarified Butter,1 tablespoon,1/4/2015
474,33,Fish.jpg,Fish (White),"500 gm (cubes, boneless, skinless)",1/4/2015
475,33,,Coconut,1 (grated),1/4/2015
476,33,,Garlic,5 cloves,1/4/2015
477,33,,Kokam,5 (medium),1/4/2015
